job_id,title,company,Industry,location,posting_date
1118,"Manager Engineering, Data Infrastructure",ACV Auctions,Value Engineer,"New York, NY",2024-01-14
1119,"Lead Data Engineer (Fintech team) (Bangkok based, relocation provided)",Agoda,Engine-Testing Supervisor,"Manchester, England, United Kingdom",2024-01-16
1120,"Associate Planner, Data Science",Ralph Lauren,Scheduler,"London, England, United Kingdom",2024-01-14
1121,"Senior Manager, Data Engineering",Jobs for Humanity,Manager Records Analysis,"Paris, TX",2024-01-14
1122,Senior Data Analyst (Ref: 83308),Ministry of Justice UK,Mathematician,"Greater Lincoln Area, United Kingdom",2024-01-16
1123,"Philanthropy Coordinator, Data Management",Northwestern Medicine,Director Fundraising,"Chicago, IL",2024-01-15
1124,Data Scientist,Photon,Mechanical Research Engineer,"Dallas, TX",2024-01-14
1125,Data Architect for Defence,Actica Consulting,Modeler,"Bristol, England, United Kingdom",2024-01-14
1126,Staff Data Scientist,Intuit,Geophysicist,"San Diego, CA",2024-01-16
1127,"Staff Machine Learning Engineer, Series A",Recruiting from Scratch,Agricultural-Research Engineer,"Andover, MA",2024-01-14
1128,Senior Machine Learning Data Scientist,"Roberts Recruiting, LLC",Chemist Food,"Boston, MA",2024-01-15
1129,Sr Data Scientist - PK/PD Modeling & Automation,Eli Lilly and Company,Biochemist,"Indianapolis, IN",2024-01-15
1130,Senior Machine Learning Engineer - AI,Recruiting from Scratch,Agricultural-Research Engineer,"Hilliard, OH",2024-01-14
1131,Expert développeur DevOps/MLOPS,TEHORA inc.,Agricultural-Research Engineer,"Montreal, Quebec, Canada",2024-01-14
1132,Product Data Specialist,Holley,Starter,Nashville Metropolitan Area,2024-01-14
1133,Customer Data Analyst 1 (Adminstrator),QuidelOrtho,Data Communications Analyst,"Rochester, NY",2024-01-14
1134,"Senior MLS Engineer, Autonomous Driving Startup",Recruiting from Scratch,Operating Engineer,"Hudson, NH",2024-01-14
1135,Sr. Data Engineer (Hybrid),Jobs for Humanity,Agricultural-Research Engineer,"Waco, TX",2024-01-14
1136,"Associate Director, Data & Specimen Governance",Bristol Myers Squibb,Manager Records Analysis,"Princeton, NJ",2024-01-14
1137,Data Analytics and Investigations Attorney,BCG Attorney Search,Arbitrator,"Palo Alto, CA",2024-01-15
1138,"Senior Data Science Engineer, Risk & Fraud",DraftKings Inc.,Test Fixture Designer,"Boston, MA",2024-01-14
1139,Sr. Network & Data Security Engineer,Blaize,Processor,"Kings Langley, England, United Kingdom",2024-01-16
1140,Sr. Data Engineer,Homeward,Systems Analyst,"Austin, TX",2024-01-14
1141,Data Architect,SPECTRAFORCE,Interior Designer,"Boston, MA",2024-01-14
1142,Data Analytics Fraud Examiner,Commonwealth of Massachusetts,Data Communications Analyst,"Boston, MA",2024-01-14
1143,"Medical Technologist or MLT, part time",Memorial Hermann Health System,Training Technician,"Houston, TX",2024-01-14
1144,"Software Engineer, Data Warehouse Analytics",Stripe,Computer Operator,"San Francisco, CA",2024-01-14
1145,Personal Trainer - Bedford Hemlock Square,GoodLife Fitness,Athletic Trainer,"Bedford, Quebec, Canada",2024-01-15
1146,Medical Lab Scientist - MLS / Medical Technologist - MT,Cross Country Allied,Biologist,"North Conway, NH",2024-01-14
1147,Associate Staff - Machine Learning Algorithm Developer,MIT Lincoln Laboratory,Test Fixture Designer,"Lexington, MA",2024-01-14
1148,DSHS ALTSA Contract and Data Specialist,Washington State Department of Social and Health Services,Contract Administrator,"Lacey, WA",2024-01-14
1149,"Manager, Data Engineering",Jobs for Humanity,Chief Engineer,"Washington, DC",2024-01-15
1150,Senior Policy Writer - Data Governance // Government,Talent,Editor Department,"Sydney, New South Wales, Australia",2024-01-15
1151,Manufacturing Data Specialist,Air Liquide,Director Technical,"Newport, DE",2024-01-14
1152,Medical Technologist/MLS,Deaconess Health System,Aquatic Biologist,"Evansville, IN",2024-01-15
1153,BI Data Project Reporting Analyst - Radiation Oncology - TGH Cancer Institute,Tampa General Hospital,Data Entry Clerk,"Tampa, FL",2024-01-14
1154,"Principal Associate, Data Science",Capital One,Principal,"Cambridge, MA",2024-01-14
1155,Sr. IT iQuote Config and Data Migration Analyst,Talascend - Where Opportunities Await.,Operations-Research Analyst,"Atlanta, GA",2024-01-16
1156,Senior Data Engineer,Cognizant,Agricultural-Research Engineer,"Halifax, Nova Scotia, Canada",2024-01-14
1157,Lead Data Quality Analyst,Dice,Quality Assurance Analyst,"New Castle, DE",2024-01-13
1158,AML Product Analyst 3,Huntington National Bank,Budget Analyst,"Columbus, OH",2024-01-14
1159,"Looking for Sr. Data Engineer - NYC, NY, USA (Onsite)- Contract",Extend Information Systems Inc.,Tool Grinder I,"New York, NY",2024-01-17
1160,Data Managment Analyst (PMA-262),"AM Pierce & Associates, Inc.",Change Person,"Lexington Park, MD",2024-01-14
1161,Database Administrator Expert,"PSI INTERNATIONAL, Inc.",Building Consultant,"Albany, NY",2024-01-14
1162,"Lead Machine Learning Engineer (Bangkok based, relocation provided)",Agoda,Mechanical Research Engineer,"Chicago, IL",2024-01-14
1163,Senior Lead Data Engineer,Jobs for Humanity,Computer Operator,"Keene, NH",2024-01-14
1164,"(USA) Senior, Data Scientist",Walmart,Data Communications Technician,"San Bruno, CA",2024-01-15
1165,"Data Governance, Senior Consultant",Guidehouse,Lead Former,"McLean, VA",2024-01-16
1166,"Director, Securities Data Oversight",Jobs for Humanity,Inspector General,"Springfield, MA",2024-01-16
1167,Sr. Data Modeler (REMOTE),CGI,Model,"Belton, TX",2024-01-14
1168,Sr Cloud Big Data Developer,Hermitage Infotech,Layer,"Washington, DC",2024-01-16
1169,Business and Data Analyst,Creative Financial Staffing (CFS),Data Communications Analyst,"Houston, TX",2024-01-14
1170,Sr. Database Analyst,General Dynamics Information Technology,Consultant Education,"Egg Harbor, NJ",2024-01-14
1171,Senior MLOps Engineer,Recruiting from Scratch,Value Engineer,"Charlotte, NC",2024-01-14
1172,Compliance - Capital Market AML Investigations,CIBC US,Immigration Inspector,"Madison, IL",2024-01-16
1173,Bioimage Informatics Scientist - Image Analysis & Machine Learning,Chan Zuckerberg Biohub Network,Information Scientist,"San Francisco, CA",2024-01-16
1174,Contractor - Epic Clarity Data Analyst,Deloitte,Tumor Registrar,"Kansas, United States",2024-01-14
1175,Remote - NYS RN Care Manager - Bilingual Registered Nurse - MLTC,Compass Healthcare Consulting and Placement,Director School Of Nursing,"New York, NY",2024-01-14
1176,"Data Scientist II , Infra DCPD - PACE",Amazon Web Services (AWS),Geophysicist,"Seattle, WA",2024-01-16
1177,Data Engineering Lead – The Bank of London,Abacus Careers,Stand-In,"Belfast, Northern Ireland, United Kingdom",2024-01-14
1178,Data Engineering Manager,Perpay Inc.,River,"Philadelphia, PA",2024-01-14
1179,Lead Data Engineer,Jobs for Humanity,Computer Operator,"Waco, TX",2024-01-14
1180,Senior Data Scientist,Pave,Manager Compensation,New York City Metropolitan Area,2024-01-14
1181,"Sr. Manager, Data Refinery",WestRock Company,Supervisor Mapping,"Atlanta, GA",2024-01-17
1182,"Manager, Data Engineering",Dice,Director Stage,"Plano, TX",2024-01-14
1183,Customer Service Representative/Data Analyst/Data Entry Clerk Full Time,Bluebeacontruckwash,Contact Clerk,"Hanover, Ontario, Canada",2024-01-14
1184,Master Data Management - Data/Process Analyst,OpenText,Actuary,"Denver, CO",2024-01-15
1185,"Staff Machine Learning Engineer, Series A",Recruiting from Scratch,Programmer Engineering And Scientific,"Pleasanton, CA",2024-01-16
1186,Data Architect,Dice,Interior Designer,"Cincinnati, OH",2024-01-14
1187,Senior Software Engineer - ML/Ranking,owl.co,Chief Computer Programmer,"Toronto, Ontario, Canada",2024-01-15
1188,Early Career Environmental Scientist Data Manager,"EA Engineering, Science, and Technology, Inc., PBC",Archeologist,"Hunt Valley, MD",2024-01-15
1189,Master Data Senior Analyst,Dice,Actuary,"Marietta, GA",2024-01-15
1190,Senior Data Scientist,BlueHalo,Tool Grinder I,"Annapolis Junction, MD",2024-01-17
1191,Senior Data Engineer,Jobs for Humanity,Data Base Administrator,"Wilmington, DE",2024-01-14
1192,Data Quality Manager,Grocery Outlet,Supervisor Cleaning,"Emeryville, CA",2024-01-14
1193,Principal Software Engineer - Core Data Team,Cardlytics,Scheduler,"Menlo Park, CA",2024-01-14
1194,"Associate Manager, Cloud Systems Engineer, SQL Database Services",SC Johnson,Supervisor,"Racine, WI",2024-01-14
1195,Sr. Systems Administrator (Data Management),General Dynamics Information Technology,Data Base Administrator,"Tampa, FL",2024-01-14
1196,Database Engineer Sr,ELEVI Associates,Loading-Machine Tool-Setter,"Laurel, MD",2024-01-16
1197,USD-Lead Data Scientist Engineer,INSPYR Solutions,Agricultural-Research Engineer,"Southlake, TX",2024-01-14
1198,Sr Engineer - Data Science - Gaithersburg MD (Onsite) Local only,TekIntegral,Agricultural-Research Engineer,"Gaithersburg, MD",2024-01-14
1199,Regulatory & Medical Affairs - Data Analyst Data Analyst,Eclaro,Data Entry Clerk,"Lawrenceville, NJ",2024-01-14
1200,Senior Estimator (Data Collections),Nexien Inc.,Acrobat,"Dearborn, MI",2024-01-15
1201,Datacenter Operations Manager,Net2Source Inc.,Protective Officer,"Sydney, New South Wales, Australia",2024-01-13
1202,Data Science Analytics Engineer II (Coordinated Campaign),Democratic National Committee,Agricultural-Research Engineer,"Wilmington, DE",2024-01-14
1203,Senior Data Scientist,Two Six Technologies,Biologist,"Augusta, GA",2024-01-14
1204,Customer Service Representative/Data Analyst/Data Entry Clerk Part Time,Newyorkuniversity,Car Inspector,"Yellowknife, Northwest Territories, Canada",2024-01-14
1205,"Senior Data Analyst (Flights team, Bangkok-based, Relocation provided)",Agoda,Maintenance Data Analyst,"New York, NY",2024-01-14
1206,Data Analyst Part Time,Voxmediallc,Data Entry Clerk,"Vernon, British Columbia, Canada",2024-01-14
1207,Traveling MEP Superintendent - MSG - Data Centers,Turner Construction Company,Turner,"Baltimore, MD",2024-01-17
1208,"Data Strategy Manager, Advisory",Avanade,Supervisor Mapping,"Canberra, Australian Capital Territory, Australia",2024-01-17
1209,"Senior Director, Data Science",Pfizer,Director Social,"Tampa, FL",2024-01-14
1210,Mandataire Immobilier (H/F),megAgence,Principal,"Beaumont, TX",2024-01-14
1211,Data & Exams Officer,Ribbons & Reeves,Tutor,"Hammersmith, England, United Kingdom",2024-01-14
1212,Environmental Forensics and Data Analytics Manager,Ramboll,Range Manager,"Boston, MA",2024-01-13
1213,"Lead Data Analyst – Marketing Strategy & Analytics (Bangkok-based, relocation provided)",Agoda,Mathematician,"Atlanta, GA",2024-01-16
1214,"Manager, Data Engineering (Python, AWS, Airflow, Snowflake) (Hybrid)",Jobs for Humanity,Tier,Buffalo-Niagara Falls Area,2024-01-14
1215,AI Compiler Co-op (IREE/MLIR) (4-months),AMD,Computer Programmer,"Markham, Ontario, Canada",2024-01-14
1216,"Sr. Site Reliability Engineer (Application Software, Data)",SpaceX,Reliability Engineer,"Hawthorne, CA",2024-01-14
1217,"Reliability, Maintainability, Logistics supportability, and Availability (RMLA) Analyst #1785",Aeyon,Air Analyst,"Yuma, AZ",2024-01-15
1218,Volunteer: Data and Salesforce Volunteer,American Red Cross Greater Pennsylvania Region,Manager Forms Analysis,"Harrisburg, PA",2024-01-16
1219,"Canvas Consultant (Member Service Specialist) - Grand Junction, NMLS",Canvas Credit Union,Consultant Education,"Grand Junction, CO",2024-01-14
1220,"Systems Design Engineer - C/C++, Kernel development for AI/ML processor, performance modeling",AMD,Electrical-Research Engineer,"San Jose, CA",2024-01-14
1221,"Senior Data Analyst, Climate Strategy & Sustainability",Constellation,Actuary,"Washington, DC",2024-01-15
1222,Marketing Data & Analytics Product Owner - Senior Directo,ClickJobs.io,Traffic Clerk,"Peabody, MA",2024-01-14
1223,"Manager, Data Engineering (Python, AWS, Airflow, Snowflake) (Hybrid)",Jobs for Humanity,Manager Benefits,"Harrisonburg, VA",2024-01-14
1224,Shelf Intelligence Data Collection Consultant - Denver,SymphonyAI,Scanner,"Denver, CO",2024-01-14
1225,Data Link Test Engineer - Senior - TGBC,Astrion,Computer Operator,"Shalimar, FL",2024-01-14
1226,"Staff Machine Learning Engineer, Identity",Stripe,Job Development Specialist,"Chicago, IL",2024-01-14
1227,Managed Services and Data Center Support Specialist,Heartland Business Systems,Vendor,"Little Chute, WI",2024-01-14
1228,Senior Data Scientist with Security Clearance,ClearanceJobs,Information Scientist,"Columbia, MD",2024-01-16
1229,"MLS Microbiology Supv: Las Cruces, NM",eStaffing Inc.,Laboratory Supervisor,"Las Cruces, NM",2024-01-16
1230,"Machine Learning Platform Engineer, Sr. Staff - 47592BR",Synopsys Inc,Tool-Grinder Operator,"Mississauga, Ontario, Canada",2024-01-17
1231,"Staff Machine Learning Engineer, Series A",Recruiting from Scratch,Programmer Engineering And Scientific,"Albany, CA",2024-01-16
1232,Sr. AWS Data Engineer (REMOTE),CGI,Data Base Administrator,"Columbia, SC",2024-01-14
1233,Software Engineer III - Data Modernization,ClickJobs.io,Systems Analyst,"Urbancrest, OH",2024-01-14
1234,Markets Portfolio Management – Data Services – Vice President,JPMorgan Chase & Co.,Director Of Religious Activities,"London, England, United Kingdom",2024-01-15
1235,"Director, Securities Data Oversight",Jobs for Humanity,Inspector General,"Worcester, MA",2024-01-16
1236,Senior Mobile/Web Developer (Full Stack with AI/ML Integration),Jobot,Computer Programmer,"Davis, CA",2024-01-14
1237,Senior Data Scientist,STR,Mathematician,"Woburn, MA",2024-01-16
1238,"Staff Machine Learning Engineer, Series A",Recruiting from Scratch,Agricultural-Research Engineer,"Cicero, IL",2024-01-14
1239,"Senior Data Engineer, Public Company",Recruiting from Scratch,Computer Operator,"Carmel Valley, CA",2024-01-14
1240,IT Data and Analytics Manager (Data Engineering & Architecture),Inari Medical,Electrical-Installation Supervisor,"Irvine, CA",2024-01-15
1241,"Staff Machine Learning Engineer, Series A",Recruiting from Scratch,Programmer Engineering And Scientific,"Chicago, IL",2024-01-16
1242,Cleared Data Scientist,Guidehouse,Geophysicist,"Washington, DC",2024-01-16
1243,"RDM Release Manager, Data Center and DMZ",Dice,Director Translation,"Richmond, VA",2024-01-15
1244,Database Engineer,GliaCell Technologies,Systems Analyst,"Annapolis Junction, MD",2024-01-14
1245,Marketing Data Analyst & Tableau Specialist,Jobot,Mathematician,"Rockford, IL",2024-01-16
1246,Customer Service Representative/Data Analyst/Data Entry Clerk Full Time,Bluebeacontruckwash,Car Inspector,"Temiskaming Shores, Ontario, Canada",2024-01-14
1247,"Systems Administrator, Banner Database",University of the Fraser Valley,Data Base Administrator,"Abbotsford, British Columbia, Canada",2024-01-14
1248,Quantitative Data Engineer,Jobs for Humanity,Engineer Of System Development,"Worcester, MA",2024-01-16
1249,Data Management Analyst,Goldbelt Professional Services,Actuary,"Atlanta, GA",2024-01-15
1250,Senior Data Scientist,Two Six Technologies,Biologist,"Gordon, GA",2024-01-12
1251,Data Intelligence Team Lead,Siemens Energy,Supervisor,"Olean, NY",2024-01-14
1252,(VV) Collection Data Manager - Level 2 (TS/SCI w/ FS Poly),The Kenjya-Trusant Group LLC,Selector,"Annapolis Junction, MD",2024-01-16
1253,Senior Lead Software Engineer - Pricing Reference Data,ClickJobs.io,Leader Tier,"Chicago, IL",2024-01-16
1254,"Manager, Data Loss Prevention (DLP) Engineer (Symantec)",ClickJobs.io,Manager Compensation,"Annapolis, MD",2024-01-14
1255,"Registered Nurse | Intensive Care Unit (Kamloops, BC) - Potential Relocation Assistance",ClickJobs.io,Anesthesiologist,"Québec, Quebec, Canada",2024-01-12
1256,Enterprise Data Architect - Remote Opportunity,KinderCare Learning Companies,Interior Designer,"Portland, OR",2024-01-14
1257,Senior Manager of Big Data Infrastructure,SHEIN Technology LLC,Supervisor Pipelines,"Los Angeles, CA",2024-01-17
1258,Data Integration Developer (Azure DI Developer),US Tech Solutions,Data Base Administrator,"Los Angeles, CA",2024-01-14
1259,Customer Service Representative/Data Analyst/Data Entry Clerk Full Time,Newyorkuniversity,Scanner,"Belleville, Ontario, Canada",2024-01-14
1260,Senior Business Analyst / Data Analyst,Wise Skulls,Data Entry Clerk,"Dallas, TX",2024-01-14
1261,Data Governance Program Manager,University of Colorado Boulder,Change Person,"Boulder, CO",2024-01-14
1262,Lead Data Engineer,Jobs for Humanity,Agricultural-Research Engineer,"Concord, NH",2024-01-14
1263,Senior Machine Learning Engineer - AI,Recruiting from Scratch,Agricultural-Research Engineer,"New Haven, CT",2024-01-14
1264,Lead Report Writer / Data Analytics,Lennar,Reporter,"Miami, FL",2024-01-16
1265,"Data Analyst, Business Intelligence [Bell Canada]",CareerBeacon,Quality Assurance Analyst,"Mississauga, Ontario, Canada",2024-01-13
1266,Volunteer: CrowdDoing Service Learning Data Architect Volunteer,CrowdDoing,Architect,"El Dorado Hills, CA",2024-01-12
1267,Senior Data Scientist,"InVitro Cell Research, LLC",Mathematician,New York City Metropolitan Area,2024-01-16
1268,"Director, Securities Data Oversight",Jobs for Humanity,Inspector General,"Hartford, CT",2024-01-16
1269,BSA/AML Investigator I,"TBK Bank, SSB",Starter,"Bettendorf, IA",2024-01-14
1270,Quality Specialist - Data Center Build,Black Box,Layer,"DeKalb, IL",2024-01-16
1271,"Manager, Product Management - Consumer Data (Hybrid)",Capital One,Manager Records Analysis,"McLean, VA",2024-01-14
1272,Data Center Team Lead (Thurs-Fri 7:00am - 5:30pm),DB Schenker,Driver,"Columbus, OH",2024-01-14
1273,Lead Data Scientist,Phaidon International,Chemist,New York City Metropolitan Area,2024-01-14
1274,"Big Data Engineer - USC, GC/ EAD GC and H1b",Centraprise,Data Base Administrator,"Phoenix, AZ",2024-01-14
1275,(Global Oil Gas) Senior Data Scientist Expert,MatchaTalent,Information Scientist,"San Francisco, CA",2024-01-16
1276,"Manager, Cyber Risk & Analysis (Machine Learning)",Jobs for Humanity,Director Educational Program,Buffalo-Niagara Falls Area,2024-01-14
1277,Personal Trainer/Fitness Coach - Dunfermline,PureGym,Athletic Trainer,"Dunfermline, Scotland, United Kingdom",2024-01-15
1278,Senior Data Engineer #: 24-00133,"TalentBurst, an Inc 5000 company",Agricultural-Research Engineer,"Quincy, MA",2024-01-14
1279,Data Scientist (USSOCOM),SimIS Inc.,Chemist,"Tampa, FL",2024-01-14
1280,"Manager, Customer Growth Insights: Data Scientist (Kroger / Albertsons Channel )",Mondelēz International,Chemist,"Cincinnati, OH",2024-01-14
1281,Sr. Data Engineer (Hybrid),Jobs for Humanity,Agricultural-Research Engineer,"Poughkeepsie, NY",2024-01-14
1282,"Manager, Data Engineering",ClickJobs.io,Chief Engineer,"Salisbury, MD",2024-01-15
1283,Master Data Analyst - Supply Structures,Regeneron,Data Entry Clerk,"Troy, NY",2024-01-14
1284,Data and Insights Lead,"Novartis, Australia & New Zealand",Data Communications Analyst,"Sydney, New South Wales, Australia",2024-01-14
1285,Research Associate in Data Science,Imperial College London,Research Associate,"London, England, United Kingdom",2024-01-16
1286,"Medical Technologist ( MT, MLS)",Lake Regional Health System,Cytotechnologist,"Osage Beach, MO",2024-01-15
1287,Data Privacy/Mobility Attorney,BCG Attorney Search,Tax Attorney,"Grand Rapids, MI",2024-01-17
1288,Sales Director - Data & AI,Accenture,Counter Hand,"Miami, FL",2024-01-15
1289,"Senior Data Engineer, Investments Technology",Liberty Mutual Insurance,Value Engineer,"Boston, MA",2024-01-14
1290,Senior Data Scientist,NielsenIQ,Mathematician,"Chicago, IL",2024-01-16
1291,"Senior Cloud Data Engineer - GBP70,000",Nigel Frank International,Data Base Administrator,"Telford, England, United Kingdom",2024-01-14
1292,"Sr. Marketing Campaign Manager, Global Campaigns, AI & Machine Learning",Amazon Web Services (AWS),Cost-And-Sales-Record Supervisor,"Seattle, WA",2024-01-15
1293,Data Analyst with SQL Experience,"Leyden Solutions, Inc.",Data Communications Technician,"Washington, DC",2024-01-15
1294,Statistician/Data Scientist Fellowship - Established Scientist,Oak Ridge Institute for Science and Education,Geophysicist,"San Antonio, TX",2024-01-16
1295,"Senior Manager, Ontology and Data Modeling",Jobs for Humanity,Manager Compensation,"Fredericksburg, VA",2024-01-14
1296,"Staff Machine Learning Engineer, Series A",Recruiting from Scratch,Programmer Engineering And Scientific,"Redwood City, CA",2024-01-16
1297,Sustainability Data Architect,Mars,Modeler,"Chicago, IL",2024-01-14
1298,Principal Database Administrator – Snowflake,Publix Super Markets,Data Base Administrator,"Lakeland, FL",2024-01-14
1299,Assistant or Associate Professor - Statistics/Data Science,The University of Texas at Arlington,Instructor Modeling,"Arlington, TX",2024-01-16
1300,"Data Scientist, Subject Matter Expert",GovCIO,Biologist,"Rock Island, IL",2024-01-14
1301,Sales Executive -- Healthcare (REMOTE) [NTT DATA],CareerBeacon,Sales Agent Business Services,"Toronto, Ontario, Canada",2024-01-16
1302,"Software Engineer, Data Warehouse Analytics",Stripe,Software Engineer,"Seattle, WA",2024-01-14
1303,"Staff Data Engineer (Bangkok based, relocation provided)",Agoda,Data Base Administrator,"Vancouver, British Columbia, Canada",2024-01-14
1304,Data & Business Intelligence Associate,Jobs for Humanity,Political Scientist,"New York, NY",2024-01-16
1305,"Exercise Physiologist ACT, Stromlo Leisure Centre - Stromlo 2611",Workforce Australia for Individuals,Exercise Physiologist,"Uriarra Village, Australian Capital Territory, Australia",2024-01-16
1306,ETL Developer/Data Engineer contractor,IntelliPro,Computer Systems Hardware Analyst,San Francisco Bay Area,2024-01-14
1307,"Senior Manager, Ontology and Data Modeling",Jobs for Humanity,Supervisor Mapping,"Washington, DC",2024-01-17
1308,MLOps/Senior Software Developer - Artificial Intelligence / Machine Learning,Clio - Cloud-Based Legal Technology,Mechanical Research Engineer,"Vancouver, British Columbia, Canada",2024-01-14
1309,Medical Technologist/MLT - Full Time *Sign On*,Mercy,Biologist,"Troy, MO",2024-01-14
1310,Data & Analytics Consultant,"AG Consulting Partners, Inc.",Data Communications Analyst,"Seattle, WA",2024-01-14
1311,"Engineering Manager, Machine Learning","HireIO, Inc.",Electrical-Installation Supervisor,"San Jose, CA",2024-01-15
1312,Maintenance Database Integrity Manager,"KBR, Inc.",Manager Records Analysis,"Baton Rouge, LA",2024-01-14
1313,"Business Transformation Architect, Level 3 [NTT DATA]",CareerBeacon,Vendor,"Ottawa, Ontario, Canada",2024-01-14
1314,Master Data Management Architect (Manager),Accenture,Load-Out Supervisor,"Montreal, Quebec, Canada",2024-01-16
1315,Data Scientist,"Freedom Technology Solutions Group, LLC",Geophysicist,"Washington, DC",2024-01-16
1316,Data Management Specialist,"P.L. Marketing, Inc.",Starter,"Newport, KY",2024-01-14
1317,Senior Machine Learning Engineer,Jobs for Humanity,Agricultural-Research Engineer,"Fredericksburg, VA",2024-01-14
1318,Data Center Construction Integration Manager,TEKsystems,Building Consultant,"Santa Clara, CA",2024-01-14
1319,Senior Data Engineer,Dice,Loading-Machine Tool-Setter,"Plano, TX",2024-01-16
1320,Database Engineer,trg.recruitment,Computer Operator,"London, England, United Kingdom",2024-01-13
1321,Data Scientist / Machine Learning Engineer (Credit Analysis) (Mexico),Grupago,Geophysicist,"Mexico City, Mexico",2024-01-16
1322,Tax Data Analyst - Business Tax Advisory - Quantitative Services - Manager - Mult Pos - 1467476,EY,Tax Clerk,"San Jose, CA",2024-01-14
1323,Expert Data Scientist,impact.com,Geophysicist,"Seattle, WA",2024-01-16
1324,Team lead - Data Collection,Talent,Collection Clerk,"Melbourne, Victoria, Australia",2024-01-14
1325,"Director, Ontology and Data Modeling",Jobs for Humanity,Director Translation,"Fredericksburg, VA",2024-01-15
1326,"Data Analysts, Visualizers and BI Specialists",Lakeside Data Science,Tumor Registrar,"Seattle, WA",2024-01-14
1327,Data Center Project Manager,HDR,Director Of Religious Activities,"Pennington, NJ",2024-01-15
1328,Security Operations Supervisor - Data Center,GardaWorld,Protective Officer,"Huntsville, AL",2024-01-13
1329,Research Data Specialist II,California Correctional Health Care Services,Manager Pool,"Sacramento, CA",2024-01-14
1330,"ONSITE : Hiring AWS Data Engineer, Phoenix, AZ","Conch Technologies, Inc",Computer Programmer,"Phoenix, AZ",2024-01-14
1331,"Laboratory Supervisor, Medical Laboratory Scientist (MLS), Evenings",Mary Washington Healthcare,Biologist,"Fredericksburg, VA",2024-01-14
1332,"Senior Data Engineer, Public Company",Recruiting from Scratch,Data Base Administrator,"Cicero, IL",2024-01-14
1333,Barminco Hemlo - Electrical Foreperson,ClickJobs.io,Manager Camp,"Ontario, Canada",2024-01-16
1334,Sr. / Data Scientist,HiLabs,Cardiologist,"Bethesda, MD",2024-01-15
1335,"Staff Data Engineer (Fintech team) (Bangkok based, relocation provided)",Agoda,Maintenance Data Analyst,"Orlando, FL",2024-01-14
1336,Customer Service Representative/Data Analyst/Data Entry Clerk Full Time,Bluebeacontruckwash,Data Communications Technician,"Renfrew, Ontario, Canada",2024-01-15
1337,Data Steward - Research Analysis Spec Sr,State of Minnesota,Data Communications Analyst,"Pipestone, MN",2024-01-14
1338,Director of Robotics and Machine Learning,Ameris Bank,Field Cashier,"Atlanta, GA",2024-01-16
1339,Data and Examinations Manager,WMJobs,Manager Forms Analysis,"Birmingham, England, United Kingdom",2024-01-16
1340,Master Data Management - Data/Process Analyst,OpenText,Actuary,"Austin, TX",2024-01-15
1341,Database Technology Manager,Robert Half,Change Person,"McAllen, TX",2024-01-14
1342,Data Scientist,Xcede,Political Scientist,"London, England, United Kingdom",2024-01-16
1343,"Senior Manager, Ontology and Data Modeling",Jobs for Humanity,Director Translation,"Harrisonburg, VA",2024-01-15
1344,Lead Data Engineer,Dice,Data Base Administrator,"Atlanta, GA",2024-01-14
1345,Data Business Analyst - RR,"The Center for Organizational Excellence, Inc.",Quality Assurance Analyst,"Maryland, United States",2024-01-14
1346,Lead Data Scientist - Clinical,CaryRx,Mathematician,"Washington, DC",2024-01-16
1347,Senior Lead Data Engineer,Jobs for Humanity,Maintenance Data Analyst,"Baltimore, MD",2024-01-14
1348,"Senior Data Scientist , Managed Operations Data Science (MODS)",Amazon Web Services (AWS),Center-Machine Operator,"Herndon, VA",2024-01-15
1349,Staff Data Engineer,Kin Insurance,Data Base Administrator,"Chicago, IL",2024-01-14
1350,"Manager, Cyber Risk & Analysis (Machine Learning)",Jobs for Humanity,Manager Reports Analysis,"New York, NY",2024-01-16
1351,Commercial (Data Center) Superintendent,CyberCoders,Superintendent Service,"Bentonville, AR",2024-01-16
1352,(USA) Data Engineer III,Walmart,Data Base Administrator,"Sunnyvale, CA",2024-01-14
1353,Senior MLOps Engineer,Harnham,Airport Engineer,"London, England, United Kingdom",2024-01-15
1354,"QA/QC Manager, Data Center",Suffolk Construction,Supervisor Telephone Information,"South Bend, IN",2024-01-14
1355,"Senior MLS Engineer, Autonomous Driving Startup",Recruiting from Scratch,Operating Engineer,"Medford, MA",2024-01-14
1356,Software Engineer 3 - Linux/TypeScript/HTML 5/Yarn/React/Git,Captivation,Engineer Of System Development,"Annapolis Junction, MD",2024-01-16
1357,Operational Researcher / Data Scientist,General Dynamics Information Technology,Intelligence Research Specialist,"Atlantic City, NJ",2024-01-16
1358,Senior Database Administrator,Koniag Government Services,Data Base Administrator,"Winchester, VA",2024-01-14
1359,Senior MLOps Engineer,Recruiting from Scratch,Agricultural-Research Engineer,"Ithaca, NY",2024-01-14
1360,Data Architect,RevLocal,Interior Designer,"Columbus, OH",2024-01-14
1361,Contractor - Epic Clarity Data Analyst - Revenue Cycle,Deloitte,Data Entry Clerk,"Hawaii, United States",2024-01-14
1362,"Senior Product Owner, CXD Data and Analytics, Personal Investor",Vanguard,Political Scientist,"Malvern, PA",2024-01-16
1363,Data Center Contract Support,CBRE,Special Effects Specialist,"Aldie, VA",2024-01-14
1364,Data Architect - TS/SCI Clearance Required,World Wide Technology,Architect,"New Home, MO",2024-01-14
